"","rmse1","rmse2"
"1",0.123714019199559,0.115899016942577
"2",0.119249727656234,0.118757974678027
"3",0.124519735877375,0.113965706599034
"4",0.122713702594895,0.116412468238493
"5",0.11398094207506,0.11323198987644
"6",0.133664883763058,0.127296461710787
"7",0.129264675809206,0.132166063821145
"8",0.121690713421048,0.1240863230762
"9",0.130814830506157,0.128277459302153
"10",0.125115594599041,0.124881765430757
